id_epreuve,epreuve,epreuve_genre,epreuve_type,est_epreuve_individuelle,est_epreuve_olympique,est_epreuve_ete,est_epreuve_handi,epreuve_sens_resultat,id_discipline_administrative,discipline_administrative,id_specialite,specialite,id_sport
895628,10km Style libre - Femmes,Femmes,Individuel,1,1,0,0,0,108,Ski de fond,258,Ski de fond,67
895658,470 - Mixte,Mixte,Double,0,1,1,0,0,144,Dériveur,230,Double mixte,1
895662,Vitesse - Femmes,Femmes,Individuel,1,1,1,0,0,72,Escalade,136,Vitesse,116
895665,30km Style libre - Femmes,Femmes,Individuel,1,0,0,0,0,108,Ski de fond,258,Ski de fond,67
896013,Kitefoil - Hommes OLY,Hommes,Individuel,1,1,1,0,0,371,Kiteboard,234,Kiteboard à foil,1
896099,Par équipes - Femmes,Femmes,Equipe,0,1,0,0,0,187,Hockey sur glace,251,Hockey sur glace,63
896340,Sprint Style classique Par équipes - Femmes,Femmes,Equipe,0,0,0,0,0,108,Ski de fond,258,Ski de fond,67
896366,Sprint Style classique - Femmes,Femmes,Individuel,1,1,0,0,0,108,Ski de fond,258,Ski de fond,67
896598,2000m Relais - Mixte,Mixte,Equipe,0,1,0,0,0,400,Patinage de vitesse sur glace courte piste,288,Short track,21
896729,+102kg - Hommes - JO,Hommes,Individuel,1,1,1,0,1,45,Haltérophilie,89,Total Olympique,29
896736,+81kg - Femmes - JO,Femmes,Individuel,1,1,1,0,1,45,Haltérophilie,89,Total Olympique,29
896810,Skeet - Par équipes (Mixte) - Mixte,Mixte,Equipe,0,1,1,0,1,275,Plateau,219,Skeet olympique,66
896986,iQFOiL - Femmes,Femmes,Individuel,1,1,1,0,0,372,Planche à voile (windsurf),237,Windsurf foil,1
896987,iQFOiL - Hommes,Hommes,Individuel,1,1,1,0,0,372,Planche à voile (windsurf),237,Windsurf foil,1
897256,Sprint Par équipes - Femmes,Femmes,Equipe,0,1,1,0,0,22,Piste,48,Sprint,13
897325,Épreuves combinées (B+D) - Hommes,Hommes,Individuel,1,1,1,0,1,72,Escalade,134,Combiné,116
897326,Épreuves combinées (B+D) - Femmes,Femmes,Individuel,1,1,1,0,1,72,Escalade,134,Combiné,116
897328,Par équipes - Open,Open,Equipe,0,1,1,0,1,82,Natation artistique,149,Natation artistique,35
897393,Breaking - Femmes,Femmes,Individuel,1,1,1,0,0,287,Breaking,55,Breaking,206
897394,Breaking - Hommes,Hommes,Individuel,1,1,1,0,0,287,Breaking,55,Breaking,206
897733,+92kg - Hommes,Hommes,Individuel,1,1,1,0,0,360,Boxe anglaise,37,Boxe anglaise,60
897748,57kg - Hommes,Hommes,Individuel,1,1,1,0,0,360,Boxe anglaise,37,Boxe anglaise,60
897749,51kg - Hommes,Hommes,Individuel,1,1,1,0,0,360,Boxe anglaise,37,Boxe anglaise,60
897750,71kg - Hommes,Hommes,Individuel,1,1,1,0,0,360,Boxe anglaise,37,Boxe anglaise,60
897751,63.5kg - Hommes,Hommes,Individuel,1,1,1,0,0,360,Boxe anglaise,37,Boxe anglaise,60
897752,80kg - Hommes,Hommes,Individuel,1,1,1,0,0,360,Boxe anglaise,37,Boxe anglaise,60
897754,54kg - Femmes,Femmes,Individuel,1,1,1,0,0,360,Boxe anglaise,37,Boxe anglaise,60
897755,66kg - Femmes,Femmes,Individuel,1,1,1,0,0,360,Boxe anglaise,37,Boxe anglaise,60
897756,50kg - Femmes,Femmes,Individuel,1,1,1,0,0,360,Boxe anglaise,37,Boxe anglaise,60
897757,75kg - Femmes,Femmes,Individuel,1,1,1,0,0,360,Boxe anglaise,37,Boxe anglaise,60
897758,92kg - Hommes,Hommes,Individuel,1,1,1,0,0,360,Boxe anglaise,37,Boxe anglaise,60
900707,42km Marche par équipe - Mixte,Mixte,Equipe,0,0,1,0,0,251,Athlétisme disciplines olympiques,15,Marche athlétique,28
